BOOK_ID	FILENAME	LIBRARIES	TITLE	AUTH_LAST	AUTH_FIRST	AUTH_ID	WRITTEN_AS	PUBL_CITY	PUBLISHER	PUBL_DATE	SOURCE	NATIONALITY	GENRE	CLEAN?	GENRE_2	BESTSELLER?	paperId	year
21485	00021485.txt	538.0	In the flesh	Wolitzer	Hilma	A_03693		New York	Morrow	1977	k	American		c			21485	1977
uc2.ark+=13960=t1mg7fz8x	uc2.ark+=13960=t1mg7fz8x.txt		The anglomaniacs	Harrison	['Burton', 'Mrs']					1890	hathi_fulltext						uc2.ark+=13960=t1mg7fz8x	1890
uc2.ark+=13960=t83j3bh0f	uc2.ark+=13960=t83j3bh0f.txt		My Japanese prince	Gunter	['Archibald', 'Clavering']					1904	hathi_fulltext						uc2.ark+=13960=t83j3bh0f	1904
10158	00010158.txt	6.0	The case of Jennie Brice	Rinehart	Mary Roberts	A_02912		New York/N.Y.	. : Dell	1941	g	American					10158	1941
21201	00021201.txt	1578.0	Look at the harlequins!	Nabokov	Vladimir Vladimirovich	A_02524		New York	McGraw-Hill Book Co.	1974	k	American	POMO	c			21201	1974
uc2.ark+=13960=t8nc5th3p	uc2.ark+=13960=t8nc5th3p.txt		Daisy Miller & An international episode	James	['Henry']					1892	hathi_fulltext						uc2.ark+=13960=t8nc5th3p	1892
20263	00020263.txt	53.0	The day Christ died	Bishop	Jim	A_00290		London	Weidenfeld	1957	k	American		c		YES	20263	1957
10627	00010627.txt	1353.0	Native son	Wright	Richard	A_03724		New York/London	Harper & Bros.	1940	k	American	MOD	c			10627	1940
njp.32101067630341	njp.32101067630341.txt		Poverty knob	Brooks	['Sarah', 'Warner']					1900	hathi_fulltext						njp.32101067630341	1900
10482	00010482.txt	1951.0	Of time and the river	Wolfe	Thomas	A_03691		New York	Charles Scribner's Sons	1935	k	American		c		YES	10482	1935
uc1.b3322255	uc1.b3322255.txt		Johnny Appleseed; the romance of the sower	Atkinson	['Eleanor', 'Stockhouse', 'Mrs']					1915	hathi_fulltext						uc1.b3322255	1915
20786	00020786.txt	1825.0	The Salzburg connection	MacInnes	Helen	A_02182		New York	"""Harcourt, Brace & Co."""	1968	k	American		c		YES	20786	1968
3744	00003744.txt	64.0	The long chance	Kyne	Peter B.	A_01969		New York	Grosset & Dunlap	1914	g	American					3744	1914
23924	00023924.txt	322.0	The horse you came in on	Grimes	Martha	A_01468		New York	Alfred A. Knopf	1993	k	American		c			23924	1993
3334	00003334.txt	25.0	The lighted match	Buck	Charles Neville	A_00452		New York	W.J. Watt & Co.	1911	g	American					3334	1911
21934	00021934.txt	1417.0	The Elfstones of Shannara	Brooks	Terry	A_00411		New York	Ballantine Books	1982	k	American					21934	1982
10696	00010696.txt	15.0	The case of the weird sisters	Armstrong	Charlotte	A_00084		New York	"""Coward-McCann, Inc."""	1943	k	American					10696	1943
21161	00021161.txt	303.0	The house at Sandalwood	Coffman	Virginia	A_00685		New York	Arbor House	1974	k	American		c			21161	1974
inu.32000001184730	inu.32000001184730.txt		The loneliness of the long-distance runner	Sillitoe	['Alan']					1959	extracted_features						inu.32000001184730	1959
20445	00020445.txt	127.0	The evening of the good Samaritan	Davis	Dorothy	A_00861		New York	Charles Scribner's Sons	1961	k	American		c			20445	1961
20992	00020992.txt	178.0	The spun sugar hole	Sohl	Jerry	A_03202		New York	Simon & Schuster	1971	k	American		c			20992	1971
11552	00011552.txt	134.0	Star-begotten	Wells	H. G.	A_03563		London	Chatto & Windus	1937	k	British		c			11552	1937
2211	00002211.txt	66.0	The desert and the sown	Foote	Mary Hallock	A_01208		Boston/New York	Houghton Mifflin Co.	1902	g	American					2211	1902
11434	00011434.txt	52.0	Butcher's broom	Gunn	Neil M.	A_01482		Edinburgh	Porpoise Press	1934	k	Scottish					11434	1934
10864	00010864.txt	459.0	Mr. Whittle and the morning star	Nathan	Robert	A_02530		New York	Alfred A. Knopf	1947	k	American		c			10864	1947
10950	00010950.txt	16.0	Sexus	Miller	Henry	A_02407		Paris	Obelisk Press	1949	k	American	POMO	c			10950	1949
21182	00021182.txt	551.0	Ripley's game	Highsmith	Patricia	A_01650		New York	Alfred A. Knopf	1974	k	American	POMO	c			21182	1974
25748	00025748.txt	1589.0	The burglar in the library	Block	Lawrence	A_00311		New York/N.Y.	E.P. Dutton	1997	k	American		c			25748	1997
23143	00023143.txt	766.0	The Queen of October	Mickle	Shelley Fraser	A_02395		N.C.	Algonquin Books of Chapel Hill	1989	k	American		c			23143	1989
22369	00022369.txt	787.0	Dunn's Conundrum	Lee	Stan R.	A_02030				1985	k	American		c			22369	1985
mdp.39015013961159	mdp.39015013961159.txt		Love among the ruins : a romance of the near future	Waugh	['Evelyn']					1953	extracted_features						mdp.39015013961159	1953
pst.000029575275	pst.000029575275.txt		The prime of Miss Jean Brodie	Spark	['Muriel']					1961	extracted_features						pst.000029575275	1961
mdp.39015063947124	mdp.39015063947124.txt		You can't have everything	Norris	['Kathleen', 'Thompson']					1937	extracted_features						mdp.39015063947124	1937
23479	00023479.txt	332.0	The magicians	Priestley	J. B.	A_02811		New York	Harper & Bros.	1954	k	English		c			23479	1954
mdp.39015000538911	mdp.39015000538911.txt		Damned if you do--damned if you don't, a novel	Osterman	['Marjorie', 'K']					1962	extracted_features						mdp.39015000538911	1962
23484	00023484.txt	1293.0	The last of the wine	Renault	Mary	A_02874		New York	Pantheon	1956	k	British		c			23484	1956
11232	00011232.txt	181.0	The well of loneliness	Hall	Radclyffe	A_01509		New York	Covici Friede	1928	k	British					11232	1928
nyp.33433074877485	nyp.33433074877485.txt		From Paleolith to motor car; or, Heacham tales	Lowerison	['Harry']					1906	hathi_fulltext						nyp.33433074877485	1906
uc1.$b236166	uc1.$b236166.txt		I'll show you the town	Davis	['Elmer', 'Holmes']					1924	extracted_features						uc1.$b236166	1924
10514	00010514.txt	300.0	Deep summer	Bristow	Gwen	A_00395		New York	Thomas Y. Crowell Co.	1937	k	American		c			10514	1937
11391	00011391.txt	52.0	Murder on the orient express	Christie	Agatha	A_00647		New York	Dodd Mead	1933	k	British	DET				11391	1933
20440	00020440.txt	69.0	The soft machine	Burroughs	William S.	A_00494		Paris	"""rance : Olympia Press, Imprimerie S.I.P."""	1961	k	American	POMO	c			20440	1961
11479	00011479.txt	102.0	Flowers for the judge	Allingham	Margery	A_00055		Garden City/N.Y.	George H. Doran Co.	1936	k	British					11479	1936
nyp.33433074862271	nyp.33433074862271.txt		The mermaid; a love tale	Dougall	['L', 'Lily']					1895	hathi_fulltext						nyp.33433074862271	1895
uc1.b3865802	uc1.b3865802.txt		Galaxies like grains of sand	Aldiss	['Brian', 'Wilson']					1960	extracted_features						uc1.b3865802	1960
uiuo.ark+=13960=t9g456q2r	uiuo.ark+=13960=t9g456q2r.txt		A Scots thistle	Lefroy	['Ella', 'Napier']					1892	hathi_fulltext						uiuo.ark+=13960=t9g456q2r	1892
nyp.33433082127543	nyp.33433082127543.txt		Aunt Louisa's nursery favourite : comprising Robin's Christmas Eve. Pussy's London life. Cock Robin's courtship, marriage, death and burial. Uncle's farmyard	Valentine	['L', 'Laura']					1890	hathi_fulltext						nyp.33433082127543	1890
21225	00021225.txt	752.0	The Fan Club	Wallace	Irving	A_03496		New York	Simon & Schuster	1974	k	American		c		YES	21225	1974
11150	00011150.txt	34.0	The great Pandolfo	Locke	William John	A_02106		London	"""John Lane, the Bodley Head"""	1925	k	British					11150	1925
uc1.$b298844	uc1.$b298844.txt		Redwood and gold	Gregory	['Jackson']					1928	extracted_features						uc1.$b298844	1928
23139	00023139.txt	3042.0	Some can whistle	McMurtry	Larry	A_02354		New York	Simon & Schuster	1989	k	American		c			23139	1989
yale.39002053507910	yale.39002053507910.txt		Tales of the Klondike	Ellis	['T', 'Mullett']					1898	hathi_fulltext						yale.39002053507910	1898
3858	00003858.txt	48.0	The Coxon fund	James	Henry	A_01780		London	Martin Secker	1915	g	American	REAL	c			3858	1915
uc2.ark+=13960=t2c826m19	uc2.ark+=13960=t2c826m19.txt		Sonya Kovalevsky	Leffler	['Anne', 'Charlotte']					1895	hathi_fulltext						uc2.ark+=13960=t2c826m19	1895
1644	00001644.txt	46.0	A hero of Ticonderoga	Robinson	Rowland Evans	A_02937			"""Burlington, Vt. : H.J. Shanley"""	1898	g	American					1644	1898
nnc2.ark+=13960=t8qc17n41	nnc2.ark+=13960=t8qc17n41.txt		The days of Alkibiades	Robinson	['Cyril', 'E', 'Cyril', 'Edward']					1916	extracted_features						nnc2.ark+=13960=t8qc17n41	1916
11135	00011135.txt	19.0	The sea-hawk	Sabatini	Rafael	A_03001		Boston/New York	Houghton Mifflin Co.	1924	k	Italian				YES	11135	1924
mdp.39015005754075	mdp.39015005754075.txt		The wife of Pilate	Freiin	['von', 'Le', 'Fort', 'Gertrud']					1957	extracted_features						mdp.39015005754075	1957
pst.000005476534	pst.000005476534.txt		The Lord Mayor's show	Smith	['Vian']					1968	extracted_features						pst.000005476534	1968
uc1.b3870147	uc1.b3870147.txt		The sterile cuckoo	Nichols	['John', 'Treadwell']					1965	extracted_features						uc1.b3870147	1965
10953	00010953.txt	401.0	The river journey	Nathan	Robert	A_02530		New York	Alfred A. Knopf	1949	k	American		c			10953	1949
26001	00026001.txt	815.0	White rose	Ephron	Amy	A_04384		New York	Morrow	1999	k	American		c			26001	1999
11689	00011689.txt	10.0	Hangman's curfew	Mitchell	Gladys	A_02427		London	M. Joseph	1941	k	British					11689	1941
23732	00023732.txt	348.0	The best revenge	Stein	Sol	A_03244		New York	Random House	1991	k	American		c			23732	1991
uc1.b4098796	uc1.b4098796.txt		He went with Vasco da Gama;	Kent	['Louise', 'Andrews']					1938	extracted_features						uc1.b4098796	1938
11227	00011227.txt	25.0	The daughter of the Hawk	Forester	C. S.	A_01221		Indianapolis	Bobbs-Merrill Co.	1928	k	British					11227	1928
25430	00025430.txt	1552.0	Montana 1948	Watson	Larry	A_04635		Minneapolis	N : Milkweed Editions	1993	k	American		c			25430	1993
11099	00011099.txt	135.0	The lion: the witch and the wardrobe	Lewis	C. S.	A_02058		London	G. Bles	1950	k	British	FANT	c			11099	1950
11315	00011315.txt	23.0	Police at the funeral	Allingham	Margery	A_00055		London	W. Heinemann	1931	k	British					11315	1931
nyp.33433076080518	nyp.33433076080518.txt		Her caveman's letters and her's in reply	Swift	['Lance']					1908	hathi_fulltext						nyp.33433076080518	1908
uc1.$b63684	uc1.$b63684.txt		Shelter  without  walls	Ritner	['Ann', 'Katherine', 'Gilliland']					1942	extracted_features						uc1.$b63684	1942
21162	00021162.txt	1000.0	Winter kills	Condon	Richard	A_00711		New York	Dial Press	1974	k	American		c			21162	1974
mdp.39015014614336	mdp.39015014614336.txt		Miss Pinkerton	Rinehart	['Mary', 'Roberts']					1932	extracted_features						mdp.39015014614336	1932
3882	00003882.txt	69.0	Still Jim	McCue	Nora Bryant	A_02318	1.0	New York	Frederick A. Stokes Co.	1915	g	American					3882	1915
4008	00004008.txt	112.0	Tish	Rinehart	Mary Roberts	A_02912		New York	A.L. Burt	1916	g	American					4008	1916
11106	00011106.txt	10.0	The skin game	Galsworthy	John	A_01295		London	Buckworth	1923	k	British					11106	1923
20458	00020458.txt	78.0	Wedding bells	Lambert	Janet	A_01978		New York	E.P. Dutton	1961	k	American		c			20458	1961
mdp.39015000611387	mdp.39015000611387.txt		A secret understanding	Miller	['Merle']					1956	extracted_features						mdp.39015000611387	1956
25203	00025203.txt	622.0	Nursery crimes	Waldman	Ayelet	A_04286		New York	Berkley Prime Crime	2000	k	American		c			25203	2000
21191	00021191.txt	136.0	The Matlock paper	Ludlum	Robert	A_02148		New York	Dell	1974	k	American	ADV			YES	21191	1974
mdp.39015032647722	mdp.39015032647722.txt		My first two thousand years : the atobiography of the Wandering 	Viereck	['George', 'Sylvester']					1928	extracted_features						mdp.39015032647722	1928
11685	00011685.txt	11.0	Death and the dancing footman	Marsh	Ngaio	A_02241			S.l. Grosset	1941	k	New Zealand					11685	1941
20503	00020503.txt	1464.0	One flew over the cuckoo's nest	Kesey	Ken	A_01898		New York	Viking Press	1962	k	American	POMO	c			20503	1962
22873	00022873.txt	249.0	Timetrap	Dvorkin	David	A_01032		New York	Pocket Books	1988	k	American		c			22873	1988
21086	00021086.txt	99.0	Marcella	Coffey	Marilyn	A_00683		New York	Charterhouse	1973	k	American		c			21086	1973
20198	00020198.txt	32.0	Sargasso of space	Norton	Andre	A_02573		New York	Gnome Press	1955	k	American		c			20198	1955
11298	00011298.txt	138.0	Her privates: we	Manning	Frederic	A_02225		London	P. Davies	1930	k	Australian		c			11298	1930
11627	00011627.txt	18.0	The Elm tree murder	Street	Cecil	A_03290	1.0	New York	"""Dodd, Mead"""	1939	k	British					11627	1939
mdp.39015024476833	mdp.39015024476833.txt		Mr. Ass comes to town	Chandar	['Krishan']					1968	extracted_features						mdp.39015024476833	1968
21597	00021597.txt	782.0	Castle Roogna	Anthony	Piers	A_00077		New York	Ballantine Books	1979	k	American		c			21597	1979
uiuo.ark+=13960=t1zc89028	uiuo.ark+=13960=t1zc89028.txt		Red cap and blue jacket	Dunn	['George']					1894	hathi_fulltext						uiuo.ark+=13960=t1zc89028	1894
mdp.39015005151520	mdp.39015005151520.txt		Kronk; a science fiction novel	Cooper	['Edmund']					1971	extracted_features						mdp.39015005151520	1971
20325	00020325.txt	250.0	The underground city	Humes	H. L.	A_01733		New York	Random House	1958	k	American		c			20325	1958
4336	00004336.txt	51.0	Captain Scraggs	Kyne	Peter B.	A_01969		New York	Grosset & Dunlap	1919	g	American					4336	1919
mdp.39015029579631	mdp.39015029579631.txt		The days of the consuls	Andrić	['Ivo']					1975	extracted_features						mdp.39015029579631	1975
10005	00010005.txt	30.0	The boy grew older	Broun	Heywood	A_00414		New York/London	G.P. Putnam's Sons	1923	g	American					10005	1923
11100	00011100.txt	67.0	Red Harvest	Hammett	Dashiell	A_01524		New York/London	Alfred A. Knopf	1929	k	American	DET	c			11100	1929
20444	00020444.txt	108.0	High on a hill	Daniels	Lucy	A_00846		New York	McGraw-Hill	1961	k	American		c			20444	1961
21674	00021674.txt	487.0	Nothing lasts forever	Thorp	Roderick	A_03377		New York	Norton	1979	k	American		c			21674	1979
3082	00003082.txt	171.0	Chivalry	Cabell	James Branch	A_00511		New York/London	Harper & Bros.	1909	g	American					3082	1909
10337	00010337.txt	20.0	The prince of peril	Kline	Otis Adelbert	A_01934		Chicago	A.C. McClurg & Co.	1930	k	American		c			10337	1930
11633	00011633.txt	19.0	Miss Pettigrew lives for a day	Watson	Winifred	A_03533		New York	D. Appleton & Co.	1939	k	British					11633	1939
21188	00021188.txt	472.0	Fifty-two pickup	Leonard	Elmore	A_02043		New York	Delacorte Press	1974	k	American	DET	c			21188	1974
10352	00010352.txt	38.0	Silver wings	Hill	Grace Livingston	A_01654		Philadelphia	J.B. Lippincott & Co.	1931	k	American	ROM				10352	1931
uc1.b3379713	uc1.b3379713.txt		There were no windows	Hoult	['Norah']					1946	extracted_features						uc1.b3379713	1946
2978	00002978.txt	27.0	The wolf hunters	Curwood	James Oliver	A_00821		Indianapolis	Bobbs-Merrill Co.	1908	g	American					2978	1908
25878	00025878.txt	862.0	Jitterbug	Estleman	Loren D	A_01101		New York	Forge	1998	k	American		c			25878	1998
22918	00022918.txt	1515.0	To dance with kings	Ovstedal	Barbara	A_02626	1.0	New York	"""Doubleday, Page & Co."""	1988	k	American		c			22918	1988
mdp.39015018022882	mdp.39015018022882.txt		My boy in Khaki; a mother's story	Lutes	['Della', 'T', 'Della', 'Thompson']					1918	hathi_fulltext						mdp.39015018022882	1918
uc1.b4095510	uc1.b4095510.txt		A love of innocence	Jenkins	['Robin']					1963	extracted_features						uc1.b4095510	1963
20345	00020345.txt	41.0	The Winthrop woman	Seton	Anya	A_03082		London	Hodder & Stoughton	1958	k	American		c		YES	20345	1958
2495	00002495.txt	154.0	The law of the land	Hough	Emerson	A_01701		Indianapolis	Bobbs-Merrill Co.	1904	g	American					2495	1904
21230	00021230.txt	801.0	The hair of Harold Roux	Williams	Thomas	A_03653		New York	Random House	1974	k	American		c			21230	1974
21869	00021869.txt	267.0	Playing from memory	Milofsky	David	A_02418		New York	Simon & Schuster	1981	k	American		c			21869	1981
nyp.33433076076227	nyp.33433076076227.txt		Saul	Lowe	['Corinne', 'Martin']					1919	hathi_fulltext						nyp.33433076076227	1919
uc2.ark+=13960=t8rb6zs3w	uc2.ark+=13960=t8rb6zs3w.txt		The deputy for Arcis ; The middle classes ; and indices	Balzac	['Honoré', 'de']					1899	hathi_fulltext						uc2.ark+=13960=t8rb6zs3w	1899
23627	00023627.txt	2015.0	The druid of Shannara	Brooks	Terry	A_00411		New York	Ballantine Books	1991	k	American	SCI	c			23627	1991
10714	00010714.txt	120.0	Retreat from Rostov	Hughes	Paul	A_01730		New York	Random House	1943	k	American					10714	1943
mdp.39015019198087	mdp.39015019198087.txt		Hausa Folk-lore, customs, proverbs, etc. coll. and transliterated with English transl. and notes	Rattray	['R', 'S', 'Robert', 'Sutherland']					1913	hathi_fulltext						mdp.39015019198087	1913
11300	00011300.txt	84.0	The million pound deposit	Oppenheim	E. Phillips	A_02612		Boston	"""Little, Brown & Co."""	1930	k	British		c			11300	1930
11583	00011583.txt	48.0	Saurus	Phillpotts	Eden	A_02739		London	J. Murray	1938	k	British					11583	1938
10825	00010825.txt	56.0	Shoot if you must	Powell	Richard	A_02795		New York	Simon & Schuster	1946	k	American		c			10825	1946
22547	00022547.txt	1475.0	Private affairs	Michael	Judith	A_02387		New York	Poseidon Press	1986	k	American		c			22547	1986
20593	00020593.txt	128.0	Kiowa trail	L'Amour	Louis	A_01970		New York	Bantam Books	1964	k	American					20593	1964
23544	00023544.txt	98.0	In my father's den	Gee	Maurice	A_01326		London	Faber	1972	k	New Zealand		c			23544	1972
21109	00021109.txt	155.0	The eleventh plague	Klainer	Joann	A_01930		New York	Simon & Schuster	1973	k	American		c			21109	1973
11833	00011833.txt	22.0	Never again	King	Francis	A_01910		London	Home & Van Thal	1947	k	British		c			11833	1947
21793	00021793.txt	385.0	The resort	Stein	Sol	A_03244		New York	Morrow	1980	k	American		c			21793	1980
20849	00020849.txt	329.0	A sea change	Salamanca	J. R	A_03009		New York	Alfred A. Knopf	1969	k	American		c			20849	1969
mdp.39015063941101	mdp.39015063941101.txt		The story of Duciehurst a tale of the Mississippi	Murfree	['Mary', 'Noailles']					1914	hathi_fulltext						mdp.39015063941101	1914
uva.x004152854	uva.x004152854.txt		Alice's adventures in Wonderland	Carroll	['Lewis']					1896	hathi_fulltext						uva.x004152854	1896
11210	00011210.txt	22.0	The feathered serpent	Wallace	Edgar	A_03493		London	Hodder & Stoughton	1927	k	British					11210	1927
24878	00024878.txt	647.0	Phylogenesis	Foster	Alan Dean	A_01230		New York	Del Rey	1999	k	American		c			24878	1999
mdp.39015063937067	mdp.39015063937067.txt		Mr. Winkle goes to war	Pratt	['Theodore']					1943	extracted_features						mdp.39015063937067	1943
23564	00023564.txt	2714.0	The book of Merlyn	White	T. H.	A_03605			Austin : University of Texas Press	1977	k	British		c			23564	1977
inu.32000000128217	inu.32000000128217.txt		Nine tomorrows; tales of the near future	Asimov	['Isaac']					1959	extracted_features						inu.32000000128217	1959
mdp.39015007018123	mdp.39015007018123.txt		Mayling Soong Chiang	Hull	['Helen', 'R', 'Helen', 'Rose']					1943	extracted_features						mdp.39015007018123	1943
11217	00011217.txt	28.0	The house of Dr. Edwardes	Palmer	John	A_02640	1.0	Boston	"""Little, Brown, & Co."""	1928	k	British					11217	1928
uc2.ark+=13960=t39020817	uc2.ark+=13960=t39020817.txt		From sand-hill to pine	Harte	['Bret']					1900	hathi_fulltext						uc2.ark+=13960=t39020817	1900
mdp.39015071562915	mdp.39015071562915.txt		White gold : a mystery romance of the Great Lakes	Orr	['Myron', 'David']					1936	extracted_features						mdp.39015071562915	1936
21143	00021143.txt	1003.0	Please pass the guilt	Stout	Rex	A_03282		New York	Viking Press	1973	k	American	DET	c			21143	1973
10526	00010526.txt	112.0	Zero to eighty	Northrup	Edwin Fitch	A_02572	1.0		"""Princeton, N.J., Scientific Pub. Co."""	1937	k	American		c			10526	1937
uc1.b4390692	uc1.b4390692.txt		Black April; a novel	Peterkin	['Julia', 'Mood']					1927	extracted_features						uc1.b4390692	1927
23243	00023243.txt	575.0	Night of reunion	Allegretto	Michael	A_00043		New York	Charles Scribner's Sons	1990	k	American		c			23243	1990
22035	00022035.txt	468.0	Intimate friends	Allen	Charlotte Vale	A_00044		New York	E.P. Dutton	1983	k	American		c			22035	1983
2535	00002535.txt	51.0	My lady of the North	Parrish	Randall	A_02656		Chicago	A.C. McClurg & Co.	1904	g	American					2535	1904
22563	00022563.txt	278.0	Ice for the Eskimo	Philbrick	W. R.	A_02727		New York	Beaufort Books	1986	k	American		c			22563	1986
uc1.b3116719	uc1.b3116719.txt		The roaring boys	Payne	['Robert']					1955	extracted_features						uc1.b3116719	1955
uc1.$b662215	uc1.$b662215.txt		The Pasha's concubine and other tales	Andrić	['Ivo']					1968	extracted_features						uc1.$b662215	1968
25573	00025573.txt	560.0	Crown of shadows	Friedman	C. S	A_04571		New York	Y : DAW Books	1995	k	American		c			25573	1995
mdp.39015040720685	mdp.39015040720685.txt		After dark, my sweet	Thompson	['Jim']					1955	extracted_features						mdp.39015040720685	1955
njp.32101064787755	njp.32101064787755.txt		A friend with the countersign	Benson	['B', 'K', 'Blackwood', 'Ketcham']					1901	hathi_fulltext						njp.32101064787755	1901
mdp.39015035331183	mdp.39015035331183.txt		Growing up	Thirkell	['Angela']					1944	extracted_features						mdp.39015035331183	1944
22050	00022050.txt	434.0	The avenging angel	Burns	Rex	A_00489		New York	Viking Press	1983	k	American		c			22050	1983
21705	00021705.txt	397.0	Songmaster	Card	Orson Scott	A_00548		New York	Dial Press	1980	k	American					21705	1980
10421	00010421.txt	25.0	The red pony	Steinbeck	John	A_03245		New York	Y : Penguin Group	1933	k	American	REAL	c	NAT		10421	1933
22494	00022494.txt	435.0	Suicide hill	Ellroy	James	A_01079		New York	Mysterious Press	1986	k	American		c			22494	1986
22100	00022100.txt	808.0	Uncivil seasons	Malone	Michael	A_02215		New York	Delacorte Press	1983	k	American		c			22100	1983
23506	00023506.txt	738.0	The spy who loved me	Fleming	Ian	A_01190		New York	Viking Press	1962	k	British		c			23506	1962
21524	00021524.txt	557.0	Leah's journey	Goldreich	Gloria	A_01393		New York	"""Harcourt, Brace & Co."""	1978	k	American		c			21524	1978
21577	00021577.txt	484.0	River of earth	Still	James	A_03270			Lexington : University Press of Kentucky	1978	k	American		c			21577	1978
22810	00022810.txt	220.0	Red ribbon on a white horse	Yezierska	Anzia	A_03738		New York	Persea Books	1987	k	American	REAL	c			22810	1987
3758	00003758.txt	106.0	Winning the wilderness	McCarter	Margaret Hill	A_02299		Chicago	A.C. McClurg	1914	g	American					3758	1914
1430	00001430.txt	87.0	The smart set	Fitch	Clyde	A_01175		Chicago	H.S. Stone	1897	g	American					1430	1897
mdp.39015004168103	mdp.39015004168103.txt		Angels and spaceships	Brown	['Fredric']					1954	extracted_features						mdp.39015004168103	1954
21484	00021484.txt	273.0	Sinai tapestry	Whittemore	Edward	A_03615		New York	Henry Holt & Co.	1977	k	American		c			21484	1977
10666	00010666.txt	162.0	The light of western stars	Grey	Zane	A_01462		New York	Black's Readers Service	1942	k	American					10666	1942
24435	00024435.txt	1101.0	Medicine men	Adams	Alice	A_00012		New York	Alfred A. Knopf	1997	k	American		c			24435	1997
mdp.39015030739059	mdp.39015030739059.txt		Diana Stair	Dell	['Floyd']					1932	extracted_features						mdp.39015030739059	1932
10506	00010506.txt	11.0	Red Dynamite	Snell	Roy J	A_03195		Chicago	Reilly & Lee Co.	1936	k	American					10506	1936
22339	00022339.txt	1141.0	Raney	Edgerton	Clyde	A_01054		N.C.	Algonquin Books	1985	k	American		c			22339	1985
20274	00020274.txt	36.0	The wall-to-wall trap	Freedgood	Morton	A_01248		New York	Simon & Schuster	1957	k	American		c			20274	1957
uc2.ark+=13960=t4rj4988x	uc2.ark+=13960=t4rj4988x.txt		The Boy Scouts of Kendallville	Corcoran	['Brewer']					1918	hathi_fulltext						uc2.ark+=13960=t4rj4988x	1918
mdp.39015058613343	mdp.39015058613343.txt		The exile of Sita. Translated from the elegant Bengali of the learned Pundit, Iswarachundra Vidyasagara	Bidyāsāgara	['Īśvaracandra']					1891	extracted_features						mdp.39015058613343	1891
24119	00024119.txt	599.0	Glass house	Wiltz	Chris	A_03669		"""Baton Rouge, LA"""	Louisiana State University Press	1994	k	American		c			24119	1994
10861	00010861.txt	84.0	Greener than you think	Moore	Ward	A_02462		New York	William Sloane Associates Publishers	1947	k	American		c			10861	1947
10730	00010730.txt	35.0	The black angel	Woolrich	Cornell	A_03712		Garden City/N.Y.	George H. Doran Co.	1943	k	American					10730	1943
mdp.39076005075242	mdp.39076005075242.txt		The orchid	Grant	['Robert']					1905	extracted_features						mdp.39076005075242	1905
uc1.b4512511	uc1.b4512511.txt		The land of tawny beasts	Maël	['Pierre']					1895	hathi_fulltext						uc1.b4512511	1895
11359	00011359.txt	109.0	The gap in the curtain	Buchan	John	A_00449		Boston/New York	Houghton Mifflin Co.	1932	k	Scottish					11359	1932
20920	00020920.txt	335.0	Tower of glass	Silverberg	Robert	A_03141		New York	Charles Scribner's Sons	1970	k	American	SCI	c			20920	1970
11832	00011832.txt	26.0	The road south	Kennedy	R. S.	A_01889		Toronto	Ambassador Books	1947	k	Canadian		c			11832	1947
4103	00004103.txt	64.0	The Indian drum	MacHarg	William	A_02180		Boston	"""Little, Brown, & Co."""	1917	g	American					4103	1917
uiuo.ark+=13960=t29898z05	uiuo.ark+=13960=t29898z05.txt		ConcepciÃƒÂ³n de ArgÃƒÂ¼ello : (Presidio de San Francisco, 1806)	Harte	['Bret']					1902	extracted_features						uiuo.ark+=13960=t29898z05	1902
10403	00010403.txt	46.0	The werewolf of Paris	Endore	S. Guy	A_01093		New York	"""Farrar & Rinehart, Inc."""	1933	k	American		c			10403	1933
2732	00002732.txt	67.0	The fighting chance	Chambers	Robert W.	A_00604		New York	A.L. Burt	1906	g	American				YES	2732	1906
nyp.33433074849302	nyp.33433074849302.txt		Found wanting. A novel	Alexander	['Mrs']					1893	hathi_fulltext						nyp.33433074849302	1893
4359	00004359.txt	106.0	Dwellers in Arcady	Paine	Albert Bigelow	A_02634		New York/London	Harper & Bros.	1919	g	American					4359	1919
940	00000940.txt	55.0	The love affairs of an old maid	Bell	Lilian	A_00234		New York	Harper & Bros.	1893	g	American	ROM				940	1893
uc2.ark+=13960=t7cr5qd4m	uc2.ark+=13960=t7cr5qd4m.txt		A Romany of the snows	Parker	['Gilbert', 'Sir']					1898	hathi_fulltext						uc2.ark+=13960=t7cr5qd4m	1898
10699	00010699.txt	89.0	Tomorrow is forever	Bristow	Gwen	A_00395		New York	Grosset & Dunlap	1943	k	American					10699	1943
21140	00021140.txt	564.0	Spring of violence	Linington	Elizabeth	A_02086	1.0	New York	Morrow	1973	k	American	DET	c			21140	1973
11240	00011240.txt	22.0	Nor many waters	Waugh	Alec	A_03537		London	Chapman & Hall	1928	k	British					11240	1928
nyp.33433076069016	nyp.33433076069016.txt		The Moccasin Ranch : a story of Dakota	Garland	['Hamlin']					1909	hathi_fulltext						nyp.33433076069016	1909
25317	00025317.txt	1574.0	Mary Queen of Scotland and the Isles	George	Margaret	A_01331		New York	St. Martin's Press	1992	k	American		c			25317	1992
20215	00020215.txt	2072.0	Imperial woman	Buck	Pearl S.	A_00453		New York	John Day Co.	1956	k	American	REAL	c	NAT		20215	1956
23260	00023260.txt	307.0	Washington deceased	Bowen	Michael	A_00346		New York	St. Martin's Press	1990	k	American		c			23260	1990
