BOOK_ID	FILENAME	LIBRARIES	TITLE	AUTH_LAST	AUTH_FIRST	AUTH_ID	WRITTEN_AS	PUBL_CITY	PUBLISHER	PUBL_DATE	SOURCE	NATIONALITY	GENRE	CLEAN?	GENRE_2	BESTSELLER?	paperId	year
11819	00011819.txt	21.0	Come into my parlour	Wheatley	Dennis	A_03585		New York/London	"""etc. Hutchinson & co., ltd."""	1946	k	British		c			11819	1946
uc2.ark+=13960=t2v40kt46	uc2.ark+=13960=t2v40kt46.txt		Creatures of the night;	Rees	['Alfred', 'Wellesley']					1905	hathi_fulltext						uc2.ark+=13960=t2v40kt46	1905
11501	00011501.txt	26.0	The undying monster	Kerruish	Jessie Douglas	A_01896		New York	Macmillan Co.	1936	k	British					11501	1936
wu.89040972333	wu.89040972333.txt		Tom Ford, a British boy in South India	Hickling	['R', 'A']					1903	hathi_fulltext						wu.89040972333	1903
uc1.b3335470	uc1.b3335470.txt		Hemlock and after	Wilson	['Angus']					1952	extracted_features						uc1.b3335470	1952
mdp.39015063919610	mdp.39015063919610.txt		Quaker idyls	Gardner	['Sarah', 'M', 'H']					1894	hathi_fulltext						mdp.39015063919610	1894
22088	00022088.txt	900.0	Shadow of death	Kienzle	William X	A_01903		Kansas City/Kan.	. : Andrews & McMeel	1983	k	American		c			22088	1983
uc1.b3835559	uc1.b3835559.txt		The battle of the Villa Fiorita	Godden	['Rumer']					1963	extracted_features						uc1.b3835559	1963
10772	00010772.txt	949.0	Great son	Ferber	Edna	A_01149		Garden City/N.Y.	George H. Doran Co.	1945	k	American		c			10772	1945
20649	00020649.txt	774.0	The eye	Nabokov	Vladimir Vladimirovich	A_02524		New York	Phaedra	1965	k	American	POMO	c			20649	1965
20099	00020099.txt	207.0	The Syndic	Kornbluth	C. M.	A_01949		Garden City/N.Y.	"""Doubleday, Page & Co."""	1953	k	American		c			20099	1953
20462	00020462.txt	1499.0	A new life	Malamud	Bernard	A_02213		New York	"""Farrar, Straus & Cudahy"""	1961	k	American	REAL	c			20462	1961
10215	00010215.txt	17.0	Laughing last	Abbott	Jane	A_00005		New York	Grosset & Dunlap	1924	k	American					10215	1924
uc1.32106008713114	uc1.32106008713114.txt		French folktales	Pourrat	['Henri']					1959	extracted_features						uc1.32106008713114	1959
inu.30000005374982	inu.30000005374982.txt		A world of strangers	Gordimer	['Nadine']					1958	extracted_features						inu.30000005374982	1958
1180	00001180.txt	56.0	The doctor: his wife and the clock	Green	Anna Katharine	A_01444		New York	etc. G.P. Putnam's Sons	1895	g	American					1180	1895
uc1.32106008314657	uc1.32106008314657.txt		Past Eve and Adam's	Curley	['Thomas']					1962	extracted_features						uc1.32106008314657	1962
11228	00011228.txt	22.0	Up the country	Franklin	Miles	A_01243		Edinburgh/London	W. Blackwood & Sons	1928	k	Australian					11228	1928
mdp.39076002314321	mdp.39076002314321.txt		Stormy, Misty's foal	Henry	['Marguerite']					1963	extracted_features						mdp.39076002314321	1963
20430	00020430.txt	484.0	Too many clients	Stout	Rex	A_03282		New York	Viking Press	1960	k	American		c			20430	1960
3514	00003514.txt	147.0	The lady and Sada San	Caldwell	Fannie	A_00517	1.0	New York	Century Co.	1912	g	American					3514	1912
11441	00011441.txt	33.0	Still dead	Knox	Ronald Arbuthnott	A_01943		New York	E.P. Dutton	1934	k	British					11441	1934
nyp.33433068177389	nyp.33433068177389.txt		The ego book; a book of selfish ideals	Thompson	['Vance']					1914	hathi_fulltext						nyp.33433068177389	1914
21864	00021864.txt	507.0	The many-colored land	May	Julian	A_02284		Boston	Houghton Mifflin Co.	1981	k	American		c			21864	1981
21021	00021021.txt	243.0	Death wish	Garfield	Brian	A_01305		New York	McKay Co.	1972	k	American		c			21021	1972
20523	00020523.txt	201.0	Knave of hearts	Linington	Elizabeth	A_02086	1.0	New York	Morrow	1962	k	American		c			20523	1962
nyp.33433006015527	nyp.33433006015527.txt		Marius the Epicurean	Pater	['Walter']					1894	hathi_fulltext						nyp.33433006015527	1894
20788	00020788.txt	161.0	Mr. Splitfoot	McCloy	Helen	A_02308		New York	"""Dodd, Mead"""	1968	k	American		c			20788	1968
23840	00023840.txt	2384.0	Double deuce	Parker	Robert B.	A_02653		New York	G.P. Putnam's Sons	1992	k	American		c			23840	1992
10614	00010614.txt	14.0	Dr. Cyclops	Kuttner	Henry	A_01968		New York	Phoenix Press	1940	k	American					10614	1940
22309	00022309.txt	1720.0	Death is a lonely business	Bradbury	Ray	A_00363		New York/N.Y.	Alfred A. Knopf	1985	k	American	POMO	c			22309	1985
mdp.39015013953735	mdp.39015013953735.txt		The big laugh : a novel	OHara	['John']					1962	extracted_features						mdp.39015013953735	1962
25646	00025646.txt	1831.0	Murder: she meowed	Brown	Rita Mae	A_00431		New York	Bantam Books	1996	k	American		c			25646	1996
26076	00026076.txt	1273.0	Tender mercies	Snelling	Lauraine	A_04623		Minneapolis	inn. : Bethany House	1999	k	American		c			26076	1999
11571	00011571.txt	80.0	Royal escape	Heyer	Georgette	A_01642		London	W. Heinemann	1938	k	British					11571	1938
21285	00021285.txt	623.0	The killer angels	Shaara	Michael	A_03085		New York	Ballantine Books	1975	k	American		c			21285	1975
4629	00004629.txt	221.0	Andivius Hedulio	White	Edward Lucas	A_03596		New York	E.P. Dutton	1921	g	American					4629	1921
20999	00020999.txt	151.0	No one goes there now	Walling	William	A_03500		Garden City/N.Y.	"""Doubleday, Page & Co."""	1971	k	American		c			20999	1971
22495	00022495.txt	266.0	Rubicon Beach	Erickson	Steve	A_01099		New York	Poseidon Press	1986	k	American		c			22495	1986
11639	00011639.txt	44.0	Journey into fear	Ambler	Eric	A_00064		New York	Alfred A. Knopf	1940	k	British					11639	1940
mdp.39015018831951	mdp.39015018831951.txt		With Kitchener to Khartum	Steevens	['George', 'Warrington']					1898	extracted_features						mdp.39015018831951	1898
11585	00011585.txt	188.0	House of all nations	Stead	Christina	A_03235		New York	Simon & Schuster	1938	k	Australian					11585	1938
11167	00011167.txt	20.0	The D'Arblay mystery	Freeman	R. Austin	A_01255		London	Hodder & Stoughton	1926	k	British					11167	1926
11669	00011669.txt	22.0	While she sleeps!	White	Ethel Lina	A_03598		New York/London	Harper & Bros.	1940	k	British					11669	1940
20589	00020589.txt	75.0	Across five Aprils	Hunt	Irene	A_01738		N.Y.	Berkly	1964	k	American		c			20589	1964
22968	00022968.txt	217.0	After Delores	Schulman	Sarah	A_03057		New York	E.P. Dutton	1988	k	American		c			22968	1988
10528	00010528.txt	78.0	Married people	Rinehart	Mary Roberts	A_02912		New York/Toronto	"""Farrar & Rinehart, Inc."""	1937	k	American	DET				10528	1937
21730	00021730.txt	499.0	Ray	Hannah	Barry	A_01534		New York	Alfred A. Knopf	1980	k	American		c			21730	1980
10982	00010982.txt	214.0	Eye witness	Coxe	George Harmon	A_00769		New York	Alfred A. Knopf	1950	k	American		c			10982	1950
21585	00021585.txt	302.0	Inside moves	Walton	Todd	A_03507		Garden City/N.Y.	"""Doubleday, Page & Co."""	1978	k	American		c			21585	1978
22607	00022607.txt	382.0	Lord of the dawn	Anaya	Rudolfo A	A_00066			Albuquerque : University of New Mexico Press	1987	k	American		c			22607	1987
20256	00020256.txt	75.0	The power	Robinson	Frank M.	A_02934		Philadelphia	Lippincott	1956	k	American		c			20256	1956
23095	00023095.txt	2418.0	F is for fugitive	Grafton	Sue	A_01423		New York	Henry Holt & Co.	1989	k	American					23095	1989
22222	00022222.txt	2582.0	Tough guys don't dance	Mailer	Norman	A_02208		New York	Random House	1984	k	American		c			22222	1984
pst.000016837522	pst.000016837522.txt		Heart of the wild	Schwarzkopf	['Chet']					1969	extracted_features						pst.000016837522	1969
uc1.b3407035	uc1.b3407035.txt		Wilderness champion; the story of a great hound	Lippincott	['Joseph', 'Wharton']					1944	extracted_features						uc1.b3407035	1944
21065	00021065.txt	236.0	The book of skulls	Silverberg	Robert	A_03141		New York	Charles Scribner's Sons	1972	k	American	SCI	c			21065	1972
20966	00020966.txt	263.0	Crawlspace	Lieberman	Herbert H.	A_02069		New York	McKay	1971	k	American		c			20966	1971
nc01.ark+=13960=t03x99v68	nc01.ark+=13960=t03x99v68.txt		The diary of a birthday doll	Dow	['Ethel', 'C']					1908	hathi_fulltext						nc01.ark+=13960=t03x99v68	1908
23611	00023611.txt	785.0	Death of a Hussy	Beaton	M. C	A_00218		New York	St. Martin's Press	1990	k	Scottish		c			23611	1990
22399	00022399.txt	425.0	Guinevere evermore	Newman	Sharan	A_02550		New York	St. Martin's Press	1985	k	American		c			22399	1985
11928	00011928.txt	62.0	The 31st of February	Symons	Julian	A_03331		New York	Harper & Bros.	1950	k	British		c			11928	1950
10828	00010828.txt	175.0	The silent speaker	Stout	Rex	A_03282		New York	Viking Press	1946	k	American		c			10828	1946
uc2.ark+=13960=t5r786562	uc2.ark+=13960=t5r786562.txt		The boss of the Lazy Y	Seltzer	['Charles', 'Alden']					1915	hathi_fulltext						uc2.ark+=13960=t5r786562	1915
20391	00020391.txt	438.0	Pioneer: go home!	Powell	Richard	A_02795		New York	Charles Scribner's Sons	1959	k	American	POMO	c			20391	1959
osu.32435008894115	osu.32435008894115.txt		Candidate for love	Greig	['Maysie']					1947	extracted_features						osu.32435008894115	1947
11411	00011411.txt	15.0	Again the Three Just Men	Wallace	Edgar	A_03493		Chicago/New York	A.L. Burt Co..L. Burt Co.	1933	k	British					11411	1933
2914	00002914.txt	117.0	Rosalind at Red Gate	Nicholson	Meredith	A_02554		Indianapolis	Bobbs-Merrill Co.	1907	g	American					2914	1907
22463	00022463.txt	340.0	Voyagers II	Bova	Ben	A_00343		New York/N.Y.	. : T. Doherty Associates	1986	k	American	SCI	c			22463	1986
22182	00022182.txt	709.0	Voices from the moon	Dubus	Andre	A_01007		Boston	D.R. Godine	1984	k	American		c			22182	1984
uc1.b3711002	uc1.b3711002.txt		The donkey inside	Bemelmans	['Ludwig']					1941	extracted_features						uc1.b3711002	1941
njp.32101063605917	njp.32101063605917.txt		The downfall of the gods	Clifford	['Hugh', 'Charles', 'Sir']					1911	hathi_fulltext						njp.32101063605917	1911
uc2.ark+=13960=t4mk6b500	uc2.ark+=13960=t4mk6b500.txt		In Colston's days	Marshall	['Emma', 'Mrs']					1899	extracted_features						uc2.ark+=13960=t4mk6b500	1899
10698	00010698.txt	31.0	Silvertip's trap	Faust	Frederick Schiller	A_01142	1.0	New York	Grosset & Dunlap	1943	k	American					10698	1943
pst.000005435920	pst.000005435920.txt		Families are fun	Scott	['Mary']					1957	extracted_features						pst.000005435920	1957
pst.000006085162	pst.000006085162.txt		Jock O'dreams	Herrick	['Robert']					1901	hathi_fulltext						pst.000006085162	1901
nyp.33433082530779	nyp.33433082530779.txt		The young ranchers; or, Fighting the Sioux	Ellis	['Edward', 'Sylvester']					1895	hathi_fulltext						nyp.33433082530779	1895
nyp.33433082400536	nyp.33433082400536.txt		The heart of the Balkans	Vaka	['Demetra']					1917	hathi_fulltext						nyp.33433082400536	1917
23817	00023817.txt	668.0	The silver hand	Lawhead	Steve	A_02004		"""Oxford, UK"""	Lion Publishing Corporation	1992	k	American		c			23817	1992
21660	00021660.txt	400.0	The lure	Picano	Felice	A_02741		New York	Delacorte Press	1979	k	American		c			21660	1979
mdp.39015019751968	mdp.39015019751968.txt		The dream of fair women : with a valediction to The flax of drea	Williamson	['Henry']					1924	extracted_features						mdp.39015019751968	1924
mdp.39015047637841	mdp.39015047637841.txt		A second-hand life [by] Charles Jackson	Jackson	['Charles']					1967	extracted_features						mdp.39015047637841	1967
uc2.ark+=13960=t0ns0m98z	uc2.ark+=13960=t0ns0m98z.txt		Pigs to market	Chamberlain	['George', 'Agnew']					1920	hathi_fulltext						uc2.ark+=13960=t0ns0m98z	1920
uc1.$b662461	uc1.$b662461.txt		Those who seek; a novel	Granin	['Daniil']					1957	extracted_features						uc1.$b662461	1957
22631	00022631.txt	1272.0	The black unicorn	Brooks	Terry	A_00411		New York	Ballantine Books	1987	k	American	FANT				22631	1987
2955	00002955.txt	156.0	How doth the simple spelling bee	Wister	Owen	A_03681		New York/London	Macmillan Co.	1907	g	American		c			2955	1907
uc1.b4095459	uc1.b4095459.txt		An episode of sparrows, a novel	Godden	['Rumer']					1955	extracted_features						uc1.b4095459	1955
2667	00002667.txt	155.0	The plum tree	Phillips	David Graham	A_02731		Indianapolis	Bobbs-Merrill Co.	1905	g	American					2667	1905
uc2.ark+=13960=t9862cm5m	uc2.ark+=13960=t9862cm5m.txt		"Brudder Bones' ""4-11-44"" joker"	Wehman	['Henry', 'J']					1897	hathi_fulltext						uc2.ark+=13960=t9862cm5m	1897
10296	00010296.txt	102.0	Two flights up	Rinehart	Mary Roberts	A_02912		Garden City/N.Y.	George H. Doran Co.	1928	k	American					10296	1928
4760	00004760.txt	28.0	Where the sun swings north	Willoughby	Barrett	A_03658		New York/London	"""G.P. Putnam's Sons, The Knickerbocker Press"""	1922	g	American					4760	1922
3830	00003830.txt	28.0	The idyl of Twin Fires	Eaton	Walter Prichard	A_01045		Garden City/New York	"""Doubleday, Page & Co."""	1915	g	American					3830	1915
20472	00020472.txt	67.0	My love: My enemy	Speas	Jan Cox	A_03216		New York	Morrow	1961	k	American		c			20472	1961
nyp.33433074941901	nyp.33433074941901.txt		Police !!!	Chambers	['Robert', 'W', 'Robert', 'William']					1915	hathi_fulltext						nyp.33433074941901	1915
nc01.ark+=13960=t7pp03r3c	nc01.ark+=13960=t7pp03r3c.txt		Driven from home, or, Carl Crawford's experience	Alger	['Horatio']					1890	extracted_features						nc01.ark+=13960=t7pp03r3c	1890
uc1.$b794303	uc1.$b794303.txt		The constant star	Blake	['George']					1945	extracted_features						uc1.$b794303	1945
24249	00024249.txt	391.0	Carry me like water	Senz	Benjamin Alire	A_04226		New York	Hyperion	1995	k	American		c			24249	1995
uc1.32106001693115	uc1.32106001693115.txt		Far out; 13 science fiction stories	Knight	['Damon']					1961	extracted_features						uc1.32106001693115	1961
njp.32101064209990	njp.32101064209990.txt		Dollars and cents	Terhune	['Albert', 'Payson']					1917	hathi_fulltext						njp.32101064209990	1917
uc1.$b105864	uc1.$b105864.txt		Deluxe tour	Wakeman	['Frederic']					1956	extracted_features						uc1.$b105864	1956
22267	00022267.txt	791.0	Duplicate keys	Smiley	Jane	A_03166		New York	Alfred A. Knopf	1984	k	American		c			22267	1984
11869	00011869.txt	1519.0	The loved one	Waugh	Evelyn	A_03538		Boston	Little Brown	1948	k	British		c			11869	1948
mdp.39015030846490	mdp.39015030846490.txt		The jealous God	Braine	['John']					1964	extracted_features						mdp.39015030846490	1964
20418	00020418.txt	104.0	See them die	McBain	Ed	A_02291		New York	imon & Schuster	1960	k	American	DET	c			20418	1960
10440	00010440.txt	311.0	Amorelle	Hill	Grace Livingston	A_01654		New York	Grosset & Dunlap	1934	k	American	ROM				10440	1934
mdp.39015013512598	mdp.39015013512598.txt		The sword and the blossom	Parkin	['Ray']					1968	extracted_features						mdp.39015013512598	1968
23559	00023559.txt	682.0	Coming through slaughter	Ondaatje	Michael	A_02610		New York	Norton	1976	k	Canadian		c			23559	1976
11626	00011626.txt	17.0	Purposes of love	Renault	Mary	A_02874		New York/London	"""Longmans, Greenongmans, Green"""	1939	k	British					11626	1939
20526	00020526.txt	623.0	Gambit	Stout	Rex	A_03282		New York	Viking Press	1962	k	American	DET	c			20526	1962
20702	00020702.txt	532.0	The last picture show	McMurtry	Larry	A_02354		New York	Dial Press	1966	k	American		c			20702	1966
11120	00011120.txt	36.0	David of King's	Benson	E. F.	A_00262		London	Hodder & Stoughton	1924	k	British					11120	1924
nyp.33433074871835	nyp.33433074871835.txt		The sorrows of a golfer's wife	Kennard	['Edward', 'Mrs']					1896	hathi_fulltext						nyp.33433074871835	1896
21960	00021960.txt	1728.0	A is for alibi	Grafton	Sue	A_01423		New York	Henry Holt & Co.	1982	k	American					21960	1982
20947	00020947.txt	306.0	Americana	DeLillo	Don	A_00907		Boston	Houghton Mifflin Co.	1971	k	American	POMO	c			20947	1971
21051	00021051.txt	2250.0	My name is Asher Lev	Potok	Chaim	A_02787		New York	Alfred A. Knopf	1972	k	American		c		YES	21051	1972
10891	00010891.txt	47.0	Black Cypress	Crane	Frances	A_00776		New York	Random House	1948	k	American		c			10891	1948
3844	00003844.txt	28.0	The perils of Pauline	Goddard	Charles	A_01380		New York	Hearst's International Library	1915	g	American					3844	1915
mdp.39015005192508	mdp.39015005192508.txt		The job; an American novel	Lewis	['Sinclair']					1917	hathi_fulltext						mdp.39015005192508	1917
nyp.33433082339932	nyp.33433082339932.txt		The pioneer preacher; incidents of interest, and experiences in the author's life, revival labors in the frontier settlement.--A perilous trip across the plains in the time of Indian wars and before the railroads.--Three years in the mining camps of California and Idaho.--Rescue of young Livingstone, etc	Bristol	['Sherlock']					1898	hathi_fulltext						nyp.33433082339932	1898
2319	00002319.txt	44.0	Round Anvil Rock	Banks	Nancy Huston	A_00153		New York/London	Macmillan Co.	1903	g	American					2319	1903
23493	00023493.txt	366.0	The middle age of Mrs. Eliot	Wilson	Angus	A_03660		London	Secker & Warburg	1958	k	British		c			23493	1958
11698	00011698.txt	14.0	Strange conflict	Wheatley	Dennis	A_03585		London	Melbourne : Hutchinson	1941	k	British					11698	1941
22049	00022049.txt	322.0	Killdeer Mountain	Brown	Dee	A_00422			"""Thorndike, Me. : Thorndike Press"""	1983	k	American		c			22049	1983
21291	00021291.txt	490.0	The mixed blessing	Van Slyke	Helen	A_03455		Garden City/N.Y.	"""Doubleday, Page & Co."""	1975	k	American		c			21291	1975
24552	00024552.txt	2392.0	Night passage	Parker	Robert B.	A_02653		New York	G.P. Putnam's Sons	1997	k	American		c			24552	1997
20296	00020296.txt	62.0	No-no boy	Okada	John	A_02600			"""Tokyo, Rutland, Vt., C.E. Tuttle Co."""	1957	k	American	MOD	c			20296	1957
10705	00010705.txt	24.0	Nothing can rescue me	Daly	Elizabeth	A_00838		New York	Farrar & Rinehart	1943	k	American					10705	1943
1833	00001833.txt	57.0	How to cook husbands	Worthington	Elizabeth Strong	A_03716		New York	Dodge	1899	g	American					1833	1899
mdp.39015030153038	mdp.39015030153038.txt		Cleopatra	baronne	['Aimery', 'de', 'Pierrebourg', 'Marguerite', 'ThomasGalline']					1924	extracted_features						mdp.39015030153038	1924
uc1.b4445391	uc1.b4445391.txt		Young Lonigan; a boyhood in Chicago streets	Farrell	['James', 'T', 'James', 'Thomas']					1932	extracted_features						uc1.b4445391	1932
10493	00010493.txt	15.0	Black Sheep	Jenkins	Will	A_01796		New York	"""Julian Messner, Inc."""	1936	k	American					10493	1936
uc1.b3467600	uc1.b3467600.txt		The long loud silence	Tucker	['Wilson']					1952	extracted_features						uc1.b3467600	1952
mdp.39015063760121	mdp.39015063760121.txt		The jade god	Sullivan	['Alan']					1923	extracted_features						mdp.39015063760121	1923
2241	00002241.txt	26.0	Audrey	Johnston	Mary	A_01828		Boston	Houghton Mifflin Co.	1902	g	American				YES	2241	1902
20899	00020899.txt	199.0	Galloway	L'Amour	Louis	A_01970		New York	Bantam Books	1970	k	American		c			20899	1970
23223	00023223.txt	225.0	Black body	Turk	H. C.	A_03423		New York	Villard Books	1989	k	American		c			23223	1989
